32,940.0
33,928.0
33,928.0
33,936.0
35,928.0
35,928.0
34,928.0
36,928.0
37,928.0
37,928.0
37,948.0
38,928.0
38,928.0
39,928.0
39,928.0
39,928.0
40,928.0
40,928.0
43,928.0
46,928.0
48,1682.4
49,1670.4
49,1678.4
50,1678.4
50,1670.4
50,1670.4
51,1670.4
51,1694.4
51,1670.4
51,1706.4
51,928.0
52,1670.4
52,1706.4
51,1678.4
51,1670.4
52,1694.4
53,1670.4
53,1694.4
53,1682.4
53,1670.4
53,1670.4
54,1670.4
53,1678.4
53,1670.4
54,1670.4
54,1706.4
54,1682.4
54,1682.4
54,1670.4
54,928.0
54,1670.4
55,1678.4
55,1670.4
55,1670.4
55,1670.4
55,1670.4
55,928.0
56,1678.4
56,1678.4
56,1682.4
57,1670.4
57,1678.4
56,1670.4
58,1678.4
59,1670.4
60,1682.4
60,1670.4
60,1670.4
61,1670.4
62,1670.4
63,1670.4
64,1670.4
64,1670.4
64,1670.4
65,1670.4
66,2412.8
67,2412.8
67,1670.4
67,1670.4
67,1670.4
66,1670.4
67,1670.4
67,2412.8
67,1670.4
68,1670.4
68,1670.4
69,2412.8
68,2412.8
69,1670.4
69,1670.4
70,2412.8
70,2412.8
70,2420.8
70,2412.8
70,1670.4
70,1670.4
69,2436.8
71,2424.8
71,2412.8
71,1670.4
72,2412.8
72,2420.8
72,1670.4
71,2412.8
72,1682.4
71,2412.8
72,2412.8
72,2412.8
72,2412.8
73,2436.8
73,2412.8
73,2412.8
73,2412.8
73,2420.8
73,2420.8
73,1670.4
73,2412.8
73,2436.8
74,1670.4
74,2412.8
74,2424.8
74,2412.8
74,2420.8
74,2436.8
75,2412.8
75,2412.8
74,2412.8
75,1670.4
73,2436.8
75,2412.8
76,2412.8
76,1670.4
76,2412.8
76,2412.8
76,2412.8
76,2412.8
76,2412.8
77,2412.8
77,1670.4
77,2412.8
77,1682.4
77,2412.8
77,2412.8
77,1670.4
77,2420.8
77,2412.8
78,2412.8
78,2456.8
79,2412.8
78,2412.8
79,2412.8
79,2412.8
80,1670.4
79,1670.4
80,2412.8
81,2412.8
80,2412.8
79,2412.8
79,2412.8
79,2412.8
81,2412.8
81,2412.8
82,2452.8
83,2412.8
83,3155.2
83,2412.8
83,2412.8
83,1670.4
84,3155.2
84,3155.2
84,2412.8
84,2412.8
84,2412.8
84,2412.8
84,3179.2
84,2412.8
84,3155.2
85,1670.4
84,2412.8
85,3183.2
86,3155.2
86,2412.8
86,3183.2
86,2412.8
85,3155.2
87,3155.2
86,2412.8
86,2412.8
87,2412.8
87,2412.8
88,3155.2
87,2412.8
88,2412.8
88,2412.8
89,3155.2
88,2412.8
90,3155.2
90,3155.2
90,2412.8
89,2412.8
90,2412.8
90,3195.2
90,2412.8
89,2412.8
90,3155.2
90,3183.2
91,3155.2
91,2412.8
91,3155.2
92,2412.8
89,3155.2
92,3155.2
92,2412.8
93,3155.2
93,2412.8
93,3155.2
93,2412.8
93,2412.8
93,2412.8
92,3155.2
92,2424.8
94,2412.8
93,3155.2
93,3183.2
93,3155.2
95,3155.2
94,3183.2
93,2412.8
95,3155.2
95,3179.2
94,3155.2
94,2440.8
95,3155.2
96,3155.2
95,3167.2
96,2412.8
96,2412.8
95,2412.8
96,3155.2
98,3155.2
97,3155.2
98,3163.2
97,2412.8
99,3155.2
99,3163.2
99,3183.2
100,3155.2
99,3167.2
99,3155.2
100,3155.2
100,3155.2
101,3949.6
101,3155.2
101,3155.2
100,3155.2
101,3155.2
