101,3163.2
101,3163.2
102,3155.2
103,3155.2
103,3155.2
103,3155.2
103,2424.8
103,3191.2
103,1670.4
104,3155.2
104,3163.2
102,3155.2
104,3155.2
103,3163.2
104,3155.2
104,2412.8
104,3155.2
105,3155.2
104,3155.2
105,3155.2
105,3921.6
106,3183.2
104,3155.2
106,2412.8
107,3897.6
107,3167.2
106,3155.2
107,3897.6
107,3179.2
106,3183.2
107,3909.6
105,3921.6
107,3155.2
106,3905.6
108,3155.2
108,3897.6
109,3155.2
109,3179.2
110,3897.6
109,3925.6
109,3155.2
108,2424.8
109,3167.2
109,2424.8
110,1670.4
111,3897.6
111,3897.6
110,3155.2
111,3897.6
110,3905.6
112,3921.6
112,3155.2
112,3155.2
112,2412.8
113,3905.6
110,3897.6
112,3167.2
113,3155.2
113,2412.8
114,3905.6
114,3921.6
114,3167.2
113,3155.2
114,3897.6
115,3155.2
113,3155.2
114,3183.2
114,3155.2
114,3897.6
113,3921.6
114,3897.6
116,3897.6
115,3163.2
116,3897.6
117,3183.2
116,3897.6
115,3155.2
116,3897.6
115,3897.6
117,3921.6
117,3925.6
117,3937.6
119,3155.2
117,3155.2
120,3897.6
117,3909.6
120,3897.6
119,1670.4
120,3905.6
121,4664.0
121,3183.2
123,3897.6
121,3917.6
121,3897.6
123,3897.6
121,3897.6
124,3897.6
123,3897.6
123,3191.2
124,3897.6
123,4676.0
124,3155.2
125,3905.6
124,2412.8
124,3905.6
124,3905.6
124,3921.6
126,3897.6
126,3897.6
125,3921.6
127,3897.6
127,4664.0
127,3897.6
127,3897.6
128,3921.6
128,3905.6
129,3183.2
129,3897.6
129,3941.6
130,3897.6
127,3155.2
129,3897.6
131,4640.0
131,3905.6
132,3155.2
131,3897.6
130,4664.0
131,3897.6
132,4640.0
130,4640.0
133,4672.0
131,3905.6
133,3909.6
133,4648.0
133,3897.6
133,3897.6
134,3155.2
134,3897.6
133,4696.0
135,3897.6
134,3155.2
136,4668.0
135,3897.6
134,4640.0
136,4664.0
136,4640.0
136,4640.0
136,2412.8
134,3897.6
135,4640.0
137,3897.6
136,4640.0
136,3897.6
135,4664.0
137,3897.6
136,4640.0
139,3905.6
138,3909.6
137,3183.2
137,4664.0
138,4640.0
139,3925.6
137,3925.6
140,3897.6
139,3897.6
139,4640.0
140,4640.0
140,3897.6
141,4664.0
143,4640.0
142,3905.6
142,3897.6
143,3897.6
141,3897.6
142,3897.6
144,3925.6
143,4668.0
145,4664.0
144,4648.0
143,4640.0
144,4640.0
145,4640.0
147,4640.0
146,4652.0
145,3925.6
145,4652.0
146,3155.2
148,3897.6
148,5438.4
147,4648.0
150,5434.4
152,3897.6
150,4640.0
150,3897.6
153,5438.4
153,3897.6
151,4668.0
154,5410.4
152,3897.6
154,4684.0
154,4640.0
153,3897.6
155,3897.6
156,4664.0
157,3925.6
156,5382.4
158,5410.4
157,5442.4
156,5422.4
160,3897.6
160,5406.4
162,5422.4
163,4640.0
163,4640.0
160,4652.0
163,3925.6
160,4664.0
162,5390.4
163,5394.4
165,3897.6
166,3155.2
160,3897.6
164,5418.4
169,4640.0
171,6152.8
172,4640.0
173,4648.0
173,4640.0
174,4640.0
173,5406.4
173,5390.4
175,5382.4
177,4640.0
178,5406.4
176,4640.0
178,4640.0
177,6132.8
180,5382.4
179,4640.0
178,4640.0
180,6148.8
180,3897.6
180,6200.8
179,6148.8
180,6168.8
181,4668.0
181,6200.8
180,3897.6
181,5382.4
182,3897.6
185,5382.4
185,4640.0
186,5382.4
188,3905.6
187,4640.0
185,5382.4
187,5382.4
186,6172.8
187,5414.4
189,5382.4
190,6156.8
191,5382.4
197,6184.8
194,5382.4
199,5410.4
198,6899.2
197,5382.4
199,6152.8
202,4648.0
203,6124.8
201,4668.0
202,4648.0
203,5382.4
202,4640.0
205,5382.4
203,5382.4
203,4640.0
207,6891.2
206,4640.0
207,4664.0
207,4640.0
205,5382.4
209,5382.4
205,6124.8
210,5422.4
211,5382.4
212,6124.8
211,6927.2
213,5390.4
214,5382.4
212,6124.8
215,6124.8
213,6124.8
213,5382.4
216,6124.8
217,5406.4
215,5382.4
216,5382.4
219,6124.8
224,6867.2
223,6124.8
221,7669.6
222,6867.2
225,6887.2
225,6124.8
225,6124.8
227,6867.2
227,6124.8
232,6879.2
232,7685.6
235,6164.8
234,6867.2
235,6867.2
236,6879.2
239,7645.6
238,6867.2
237,6867.2
237,6124.8
237,6136.8
241,6867.2
242,7609.6
244,6875.2
245,6124.8
247,8400.0
245,6867.2
248,8420.0
247,6124.8
246,6124.8
254,6867.2
252,6124.8
253,6879.2
253,6867.2
257,7633.6
260,8400.0
258,6867.2
263,6867.2
263,8360.0
273,7661.6
278,8364.0
273,9142.4
279,7649.6
289,8412.0
291,9146.4
298,8388.0
